Neighbourhood;Security Deposit;Availability 30;Availability 60;Availability 90;Availability 365;Review Scores Rating;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Cleaning Fee;Guests Included;Extra People;Cancellation Policy;Square Feet;Minimum Nights;Maximum Nights
Argüelles;200.0;8;32;58;148;88.0;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;100.0;36.0;1;0;flexible;;2;1125
Castellana;100.0;0;0;0;0;92.0;Castellana;Salamanca;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;29.0;;1;0;flexible;;1;30
;;10;27;46;303;94.0;Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;55.0;10.0;2;10;flexible;;1;1125
;;28;58;88;88;95.0;Pueblo Nuevo;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;18.0;;1;0;flexible;;3;31
;100.0;0;0;7;282;93.0;Lista;Salamanca;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;85.0;30.0;1;0;flexible;;2;1125
Almagro;150.0;29;59;89;364;100.0;Almagro;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;130.0;30.0;1;30;moderate;;2;1125
;;8;20;50;325;83.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;55.0;;1;0;moderate;;2;1125
Rios Rosas;300.0;0;0;9;65;;Rios Rosas;Chamberí;Apartment;Entire home/apt;7;2.0;3.0;4.0;Real Bed;160.0;120.0;1;0;flexible;;4;90
La Latina;;0;6;36;311;;Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;31.0;;1;0;flexible;;7;1125
;;0;0;0;0;;Alameda de Osuna;Barajas;Apartment;Entire home/apt;8;2.0;4.0;4.0;Real Bed;210.0;;1;0;flexible;;3;1125
;;0;0;0;72;95.0;Embajadores;Centro;House;Entire home/apt;2;1.0;1.0;1.0;Real Bed;60.0;;1;0;flexible;;1;3
;;30;60;90;365;87.0;Argüelles;Moncloa - Aravaca;Apartment;Shared room;10;1.0;1.0;10.0;Real Bed;11.0;;1;15;strict;;1;1125
Malasaña;100.0;20;46;76;76;95.0;Universidad;Centro;Apartment;Shared room;2;1.0;1.0;1.0;Real Bed;25.0;10.0;1;13;flexible;;1;1125
Malasaña;100.0;4;10;20;70;95.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;49.0;30.0;1;0;moderate;;2;10
;;0;0;0;137;;Palomeras Sureste;Puente de Vallecas;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;15.0;;1;0;flexible;;1;1125
;;0;0;0;0;100.0;Gaztambide;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;;1;0;flexible;;1;1125
;;1;1;4;54;94.0;Palacio;Centro;Apartment;Entire home/apt;6;2.5;3.0;3.0;Real Bed;100.0;60.0;4;9;strict;;2;1125
Cuatro Caminos;;0;0;0;0;100.0;Cuatro Caminos;Tetuán;Condominium;Private room;1;1.0;1.0;1.0;Real Bed;40.0;;1;0;flexible;;7;1125
Sol;;0;3;8;205;95.0;Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;85.0;20.0;2;15;moderate;;2;180
Ciudad Jardin;150.0;12;42;72;72;;Ciudad Jardín;Chamartín;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;65.0;27.0;2;15;strict;;3;31
Embajadores;;3;6;9;172;90.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;44.0;;1;0;moderate;;2;200
Cortes;;0;0;5;266;100.0;Cortes;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;186.0;;1;0;moderate;;1;1125
Sol;;0;2;7;7;91.0;Sol;Centro;Other;Entire home/apt;4;1.0;0.0;4.0;Real Bed;55.0;7.0;3;6;strict;;1;1125
;;3;16;39;296;95.0;Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;1.0;Real Bed;49.0;49.0;2;15;strict;;2;1125
La Latina;;4;4;4;4;89.0;Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;59.0;;1;0;flexible;;1;1125
;;8;21;45;46;90.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;36.0;;1;0;moderate;;1;1125
Hortaleza;;0;0;0;0;;Valdefuentes;Hortaleza;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;32.0;10.0;1;10;flexible;;1;1125
Malasaña;200.0;5;18;41;314;97.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;75.0;30.0;2;15;strict;;2;1125
Cortes;;2;6;16;247;96.0;Cortes;Centro;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;35.0;9.0;2;10;strict;;1;1125
Malasaña;;0;0;5;280;79.0;Universidad;Centro;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;17.0;8.0;1;8;strict;;1;1125
Embajadores;;10;25;55;111;97.0;Embajadores;Centro;Loft;Entire home/apt;4;1.0;1.0;2.0;Real Bed;80.0;20.0;2;0;strict;;3;1125
Cortes;300.0;8;8;8;268;100.0;Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;48.0;30.0;2;10;flexible;;14;1125
;;26;56;86;361;;Puerta del Angel;Latina;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;22.0;;1;0;flexible;;1;1125
;;0;0;0;89;92.0;Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;28.0;;1;0;flexible;;1;1125
Cuatro Caminos;200.0;13;43;73;348;;Cuatro Caminos;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;95.0;40.0;1;20;strict;;4;1125
Castellana;100.0;11;37;65;332;93.0;Castellana;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;70.0;30.0;1;0;flexible;;2;1125
Embajadores;;5;10;17;283;91.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;48.0;;3;7;strict;;2;1125
;;0;0;0;0;90.0;Prosperidad;Chamartín;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;22.0;;1;0;flexible;;1;1125
Gaztambide;100.0;12;21;40;312;97.0;Gaztambide;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;125.0;30.0;1;0;moderate;;2;1125
;;0;2;21;296;80.0;Justicia;Centro;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;16.0;15.0;1;0;strict;;10;1125
;;0;0;0;0;100.0;Valdefuentes;Hortaleza;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;90.0;50.0;1;0;flexible;;1;1125
La Latina;128.0;9;26;52;143;93.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;70.0;24.0;2;10;flexible;;2;1125
;;1;3;17;287;93.0;Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;89.0;;1;0;strict;;1;999
;300.0;0;0;7;282;;Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;27.0;5.0;1;0;flexible;;170;1125
Cortes;;0;1;10;107;87.0;Cortes;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;35.0;;1;12;strict;0.0;2;365
Ciudad Lineal;;0;0;5;76;;Ventas;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;38.0;;1;0;flexible;;1;1125
;90.0;15;45;75;350;80.0;Puerta del Angel;Latina;Dorm;Private room;2;1.0;1.0;1.0;Real Bed;25.0;;1;15;flexible;;3;1125
Puente de Vallecas;200.0;17;47;73;195;89.0;Palomeras Bajas;Puente de Vallecas;Apartment;Private room;6;1.5;1.0;4.0;Real Bed;25.0;;2;12;strict;;1;1125
;;0;11;16;258;98.0;Valverde;Fuencarral - El Pardo;Chalet;Entire home/apt;4;2.0;2.0;3.0;Real Bed;70.0;;2;20;flexible;;3;1125
Hispanoamérica;;5;19;33;277;96.0;Hispanoamérica;Chamartín;Other;Entire home/apt;6;1.5;2.0;4.0;Real Bed;110.0;50.0;4;10;strict;;3;1125
;100.0;0;11;41;300;95.0;Lucero;Latina;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;50.0;20.0;1;0;moderate;;2;1125
Sol;;0;0;0;0;100.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;30.0;2;8;moderate;915.0;3;9
;;7;35;61;333;90.0;Pradolongo;Usera;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;16.0;;1;0;strict;;1;1125
;;20;50;80;170;;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;2.0;1.0;3.0;Real Bed;90.0;;1;0;flexible;;1;1125
Embajadores;;0;4;10;10;100.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;10.0;1;0;strict;;2;1125
Argüelles;;0;0;5;280;;Argüelles;Moncloa - Aravaca;House;Private room;2;0.0;1.0;2.0;Real Bed;39.0;;1;0;flexible;;1;1125
;300.0;1;15;45;135;;Hispanoamérica;Chamartín;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;60.0;40.0;2;0;moderate;;3;1125
Justicia;;30;60;90;365;;Universidad;Centro;Dorm;Shared room;2;1.0;1.0;2.0;Real Bed;32.0;;1;32;strict;;1;1125
;;1;6;18;257;83.0;Palos de Moguer;Arganzuela;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;16.0;;1;0;flexible;;1;1125
La Latina;200.0;10;25;42;314;98.0;Palacio;Centro;Apartment;Entire home/apt;7;2.5;3.0;4.0;Real Bed;165.0;50.0;4;10;strict;;2;1125
Cortes;94.0;13;37;63;154;98.0;Cortes;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;45.0;20.0;1;10;moderate;;2;45
;300.0;7;22;48;136;90.0;Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;80.0;30.0;4;15;moderate;;2;1125
Sol;200.0;6;15;22;226;95.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;125.0;;2;15;strict;;3;1125
;;17;47;77;167;100.0;Valdezarza;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;0;flexible;;1;1125
La Latina;200.0;0;6;36;311;;Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;41.0;30.0;1;15;strict;;7;1125
Trafalgar;150.0;0;0;0;66;100.0;Trafalgar;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;90.0;50.0;1;0;flexible;;1;1125
;300.0;8;20;37;243;99.0;Sol;Centro;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;160.0;40.0;2;10;moderate;;2;1125
Embajadores;200.0;3;3;3;113;100.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;59.0;;1;0;strict;;2;1125
Acacias;;4;13;43;71;;Acacias;Arganzuela;House;Private room;1;1.0;1.0;1.0;Real Bed;19.0;20.0;1;0;moderate;;2;1125
La Latina;;8;35;63;338;91.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;23.0;20.0;1;10;strict;;2;20
;;5;35;65;340;89.0;Chopera;Arganzuela;Bed & Breakfast;Private room;1;0.5;1.0;1.0;Real Bed;23.0;25.0;1;0;strict;;1;1125
Sol;200.0;11;30;30;290;;Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;190.0;60.0;1;0;strict;;2;1125
Malasaña;150.0;0;0;11;102;91.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;60.0;;1;0;moderate;;4;365
Nueva España;;18;48;78;353;90.0;Nueva España;Chamartín;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;80.0;;1;0;flexible;;2;1125
Fuente del Berro;;27;57;87;362;76.0;Fuente del Berro;Salamanca;Loft;Entire home/apt;4;1.5;1.0;2.0;Real Bed;75.0;;2;10;flexible;;1;1125
;;4;13;31;88;95.0;Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;;1;12;strict;;3;7
Hispanoamérica;;5;18;39;123;89.0;Hispanoamérica;Chamartín;Apartment;Entire home/apt;4;1.0;3.0;3.0;Real Bed;49.0;20.0;1;0;flexible;;2;1125
Palacio;170.0;16;46;76;351;85.0;Palacio;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;115.0;45.0;5;35;strict;;2;10
Cortes;;3;12;33;308;93.0;Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;85.0;50.0;1;0;moderate;;3;1125
Justicia;;1;5;23;268;92.0;Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;75.0;;2;10;strict;;3;365
Pacifico;;4;4;4;4;;Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;;1;0;moderate;;1;3
La Latina;;0;0;0;0;;Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;20.0;2;10;moderate;;5;1125
;150.0;4;8;14;236;98.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;78.0;25.0;2;15;strict;;2;1125
Embajadores;;27;57;87;360;100.0;Embajadores;Centro;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;110.0;;4;5;strict;;1;90
;;0;0;0;0;;Rios Rosas;Chamberí;House;Private room;1;1.5;1.0;1.0;Real Bed;13.0;8.0;1;0;flexible;;3;1125
;100.0;17;47;72;163;;Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;74.0;30.0;1;10;flexible;;1;28
Prosperidad;300.0;0;6;36;92;100.0;Ciudad Jardín;Chamartín;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;145.0;30.0;4;15;strict;;2;1125
Cuatro Caminos;;7;7;7;227;93.0;Cuatro Caminos;Tetuán;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;45.0;;1;0;strict;;5;1125
;;14;36;65;66;90.0;Goya;Salamanca;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;29.0;;1;12;strict;;1;20
La Latina;;12;42;72;347;81.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;45.0;10.0;2;20;flexible;;2;1125
Carabanchel;;25;55;85;360;92.0;Comillas;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;;1;0;moderate;;1;1125
El Tréntaiseis;95.0;7;25;51;77;100.0;Niño Jesús;Retiro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;60.0;27.0;2;15;flexible;;2;1125
La Latina;;0;0;0;0;87.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;85.0;20.0;1;0;moderate;;2;1125
Embajadores;100.0;13;38;68;186;100.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;10.0;1;0;strict;;2;1125
;;2;2;7;92;100.0;Goya;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;35.0;;1;5;moderate;;1;30
Embajadores;100.0;6;16;31;306;89.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;55.0;25.0;2;20;moderate;;2;1125
Prosperidad;200.0;17;17;17;28;;Prosperidad;Chamartín;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;80.0;60.0;1;0;strict;;2;1125
Palos do Moguer;;18;48;78;78;100.0;Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;110.0;;1;0;flexible;;1;1125
Malasaña;100.0;13;43;73;163;96.0;Universidad;Centro;House;Private room;1;1.0;1.0;1.0;Real Bed;40.0;;1;20;strict;;4;1125
Cortes;150.0;5;12;23;42;91.0;Cortes;Centro;Apartment;Entire home/apt;8;2.0;2.0;3.0;Real Bed;138.0;25.0;7;15;moderate;;3;40
Ciudad Lineal;;6;6;6;102;100.0;Salvador;San Blas - Canillejas;Apartment;Entire home/apt;3;1.0;1.0;1.0;Airbed;42.0;;1;0;moderate;;3;30
La Latina;;21;51;81;356;93.0;Embajadores;Centro;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;35.0;;1;20;strict;0.0;2;1125
;100.0;5;11;15;243;97.0;Cortes;Centro;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;145.0;30.0;4;25;moderate;;1;1125
Malasaña;;0;5;35;310;93.0;Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;15.0;1;10;moderate;;1;1125
Cortes;;3;13;43;221;100.0;Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;89.0;;1;0;flexible;;1;1125
;;0;0;0;206;90.0;Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;45.0;4.0;2;0;strict;;1;30
;250.0;0;0;0;0;;Goya;Salamanca;House;Entire home/apt;6;2.0;2.0;4.0;Real Bed;140.0;50.0;1;0;strict;;1;1125
Malasaña;100.0;12;24;49;324;89.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;80.0;20.0;2;0;strict;;2;1125
;;5;12;39;39;91.0;Ciudad Jardín;Chamartín;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;29.0;10.0;1;0;strict;;1;30
Arapiles;475.0;7;37;67;67;;Arapiles;Chamberí;Apartment;Private room;1;1.0;3.0;3.0;Real Bed;28.0;;1;0;moderate;;60;360
Malasaña;;0;0;0;97;100.0;Universidad;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;15;strict;;30;1125
;300.0;0;0;6;6;87.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;100.0;20.0;1;0;flexible;;3;1125
Justicia;200.0;5;23;42;317;98.0;Justicia;Centro;Other;Entire home/apt;6;1.0;3.0;3.0;Real Bed;85.0;60.0;4;20;strict;;3;1125
Ibiza;100.0;0;0;0;0;73.0;Ibiza;Retiro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;14.0;;1;0;flexible;;10;30
;;0;0;0;201;91.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;15;strict;;2;1125
Trafalgar;150.0;14;31;53;280;;Trafalgar;Chamberí;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;120.0;30.0;4;10;strict;;2;1125
;;1;3;5;17;100.0;Justicia;Centro;Apartment;Entire home/apt;9;1.0;4.0;4.0;Real Bed;127.0;13.0;2;19;strict;;1;1125
;200.0;9;36;56;331;97.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;65.0;25.0;2;8;moderate;;1;1125
Carabanchel;;6;36;66;341;85.0;Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;28.0;;1;0;flexible;;1;30
Embajadores;;1;1;1;1;;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;16.0;;1;0;moderate;;4;7
Sol;150.0;12;33;53;135;88.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;99.0;50.0;1;20;strict;;1;28
Prosperidad;150.0;0;0;3;3;80.0;Prosperidad;Chamartín;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;55.0;25.0;1;0;moderate;;2;1125
Recoletos;;0;24;54;329;100.0;Recoletos;Salamanca;House;Private room;1;1.0;1.0;1.0;Real Bed;30.0;;1;0;flexible;;1;1125
Castilla;200.0;11;25;55;330;96.0;Castilla;Chamartín;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;108.0;45.0;2;5;moderate;915.0;4;200
;;5;6;6;6;96.0;Castellana;Salamanca;Apartment;Entire home/apt;6;3.0;3.0;4.0;Real Bed;201.0;77.0;2;0;strict;;3;1125
Malasaña;;4;19;40;131;87.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;95.0;80.0;2;10;strict;;5;180
;350.0;16;46;76;351;100.0;Recoletos;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;160.0;60.0;3;30;strict;;3;1125
Palacio;;0;0;0;0;100.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;50.0;;1;0;flexible;;1;1125
Cortes;250.0;0;0;0;0;93.0;Cortes;Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;127.0;30.0;4;35;moderate;;2;30
;84.0;4;4;10;285;98.0;Delicias;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;13.0;10.0;1;0;strict;;1;1125
;;0;4;23;298;93.0;Cortes;Centro;Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;65.0;10.0;3;15;moderate;;4;365
Puente de Vallecas;199.0;1;12;36;123;99.0;Numancia;Puente de Vallecas;Condominium;Entire home/apt;4;1.0;1.0;2.0;Real Bed;54.0;18.0;2;10;strict;;5;30
;100.0;19;49;79;348;92.0;Campamento;Latina;House;Entire home/apt;2;1.0;1.0;1.0;Real Bed;25.0;;1;5;flexible;;3;7
;;4;4;8;8;81.0;Universidad;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;25.0;;1;0;strict;;1;1125
;200.0;3;25;43;318;88.0;Embajadores;Centro;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;65.0;30.0;2;10;strict;;3;30
Sol;100.0;7;12;39;311;92.0;Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;71.0;;1;0;moderate;;2;365
La Latina;120.0;4;19;41;98;93.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;59.0;24.0;2;10;flexible;;2;1125
Sol;200.0;0;0;6;281;;Sol;Centro;Apartment;Private room;1;3.0;1.0;1.0;Real Bed;31.0;30.0;1;0;strict;;7;1125
Embajadores;100.0;4;12;16;224;93.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;15.0;2;15;strict;;3;60
Embajadores;;22;52;82;172;60.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;5.0;1;5;moderate;;1;1125
Argüelles;;0;0;0;0;;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;7;1.0;5.0;6.0;Real Bed;78.0;;1;0;flexible;;2;1125
Palacio;;2;14;21;273;96.0;Palacio;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;125.0;40.0;4;0;moderate;;2;1125
Malasaña;;0;0;11;286;90.0;Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;;1;0;flexible;;1;1125
Carabanchel;;5;24;24;266;96.0;Puerta Bonita;Carabanchel;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;18.0;;1;7;flexible;;1;60
Gaztambide;150.0;0;0;0;0;87.0;Gaztambide;Chamberí;Apartment;Entire home/apt;3;1.0;3.0;3.0;Real Bed;28.0;;1;5;moderate;;4;1125
;400.0;11;22;44;167;96.0;Embajadores;Centro;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;130.0;60.0;1;0;moderate;;2;1125
Malasaña;;3;29;53;328;84.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;95.0;;1;0;flexible;;4;31
;;1;13;25;300;86.0;Universidad;Centro;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;49.0;15.0;1;0;flexible;;3;1125
Lista;;28;58;88;88;;Lista;Salamanca;House;Private room;1;1.0;1.0;1.0;Real Bed;50.0;;1;0;flexible;;1;1125
Trafalgar;;2;16;32;295;82.0;Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;55.0;15.0;2;0;moderate;;1;1825
La Latina;300.0;12;32;59;334;92.0;Embajadores;Centro;Apartment;Entire home/apt;14;2.0;3.0;14.0;Real Bed;120.0;60.0;2;18;moderate;;3;1125
Argüelles;150.0;6;15;27;199;98.0;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;169.0;50.0;1;0;moderate;;4;1125
Adelfas;150.0;2;16;40;106;100.0;Adelfas;Retiro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;55.0;;1;0;moderate;;2;1125
Sol;100.0;12;33;59;59;97.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;80.0;36.0;1;0;strict;;1;1125
;;3;9;24;115;87.0;Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;49.0;6.0;1;15;flexible;;1;10
Arapiles;;2;26;41;311;80.0;Arapiles;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;50.0;;1;0;moderate;;2;1125
;200.0;0;5;31;306;98.0;Acacias;Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;90.0;;2;15;moderate;;2;1125
;100.0;1;6;6;63;96.0;Justicia;Centro;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;54.0;;2;15;strict;;1;1125
;100.0;1;1;1;2;;Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;97.0;;1;0;strict;;2;1125
Trafalgar;750.0;12;42;69;344;91.0;Trafalgar;Chamberí;Apartment;Entire home/apt;3;1.5;1.0;1.0;Real Bed;103.0;;1;0;flexible;;2;1125
;;9;39;69;160;;Cármenes;Latina;Apartment;Private room;1;1.0;;;Real Bed;14.0;;1;0;moderate;;1;1125
Palos do Moguer;;0;0;0;0;;Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;15.0;;1;0;flexible;;20;1125
Cuatro Caminos;150.0;12;42;72;149;;Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;90.0;30.0;4;45;moderate;;2;15
;;6;22;22;57;90.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;21.0;;1;0;moderate;;2;15
Justicia;80.0;6;9;9;72;94.0;Justicia;Centro;House;Private room;2;1.0;1.0;1.0;Real Bed;36.0;;1;0;moderate;;2;90
Sol;;16;30;45;320;90.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;125.0;;2;20;strict;;3;1125
;;5;35;65;340;;Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;65.0;30.0;1;10;flexible;;2;1125
Lista;150.0;26;56;84;359;86.0;Lista;Salamanca;Apartment;Private room;3;1.0;1.0;;Real Bed;75.0;15.0;1;0;flexible;;1;1125
;;0;0;0;0;;Zofío;Usera;House;Entire home/apt;4;1.0;3.0;4.0;Real Bed;25.0;;1;0;flexible;;15;44
;;5;18;29;294;90.0;Sol;Centro;Apartment;Entire home/apt;7;1.0;3.0;3.0;Real Bed;93.0;20.0;6;20;strict;;2;22
La Latina;200.0;2;17;35;268;90.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;57.0;40.0;2;20;strict;;3;95
